ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_status,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,fator_nome,fator_aspecto,fator_condicionante,fator_area,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario
INCIDENTE,RIO BRANCO,AC,BRASIL,SBRB,11/08/2017,02:15:00,FINALIZADA,1,NÃO,PRSAC,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1992.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,CRUZEIRO DO SUL,PLÁCIDO DE CASTRO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBGL,11/08/2017,09:15:00,FINALIZADA,1,NÃO,N975AV,AVIÃO,AIRBUS,A330,A330,JATO,BIMOTOR,0,0,,,COLÔMBIA,COLÔMBIA,AVIÃO,REGULAR,AEROPUERTO INTERNACIONAL EL DORADO,ANTONIO CARLOS JOBIM / GALEÃO,ESTACIONAMENTO,REGULAR,NENHUM,0,OPERAÇÕES NO SOLO,OPERAÇÕES NO SOLO,[RAMP],,,,,,,,
ACIDENTE,GOIÂNIA,GO,BRASIL,***,11/08/2018,20:15:00,FINALIZADA,1,NÃO,PUEFG,ULTRALEVE,EDUARDO F. H. GONTIJO,FOX VECTOR V-6,ULAC,PISTÃO,MONOMOTOR,450,450,2.0,2009.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,SUBIDA,PRIVADA,SUBSTANCIAL,2,FALHA OU MAU FUNCIONAMENTO DO MOTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,PROCESSO DECISÓRIO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO,,,,
INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,11/08/2018,20:15:00,FINALIZADA,1,SIM,PTFOT,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,PISTÃO,BIMOTOR,2073,2073,0.0,1977.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,CORRIDA APÓS POUSO,ESPECIALIZADA,LEVE,0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,,,,,,,,
INCIDENTE,CUIABÁ,MT,BRASIL,SBCY,11/08/2018,22:00:00,FINALIZADA,1,NÃO,PTRXP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1985.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,MARECHAL RONDON,TÁXI,PRIVADA,LEVE,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,,,,,,,,
INCIDENTE GRAVE,CABREÚVA,SP,BRASIL,**NI,11/08/2019,12:40:00,FINALIZADA,1,NÃO,PROGE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1984.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,Comandante Rolim Adolfo Amaro,Comandante Rolim Adolfo Amaro,CRUZEIRO,INSTRUÇÃO,LEVE,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
ACIDENTE,ALTAMIRA,PA,BRASIL,***,11/08/2019,17:00:00,FINALIZADA,1,NÃO,PTNKK,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1361,4.0,1977.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,DESTRUÍDA,3,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PROCESSO DECISÓRIO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO,"Atuar junto à Organização de Manutenção Fênix Manutenção em Aeronaves Ltda., a fim de mitigar recorrências de não conformidades similares às verificadas nesta investigação.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,BELO HORIZONTE,MG,BRASIL,SBPR,11/08/2020,15:30:00,FINALIZADA,1,NÃO,PTVDD,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1986.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FRANCISCO DE ASSIS,CARLOS PRATES,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE GRAVE,VOTUPORANGA,SP,BRASIL,SDVG,11/08/2021,19:09:00,FINALIZADA,1,NÃO,PRVRR,AVIÃO,CESSNA AIRCRAFT,310G,C310,PISTÃO,BIMOTOR,2263,2263,5.0,1961.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,DOMINGOS PIGNATARI,DOMINGOS PIGNATARI,POUSO,PRIVADA,LEVE,0,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,POUCA EXPERIÊNCIA DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Divulgar os ensinamentos desta investigação ao Centro de Instrução de Aviação Civil (CIAC) do Aeroclube de Votuporanga, a fim de que seja enfatizado aos instrutores que atuam naquela escola a importância do fiel cumprimento dos procedimentos operacionais estabelecidos, sobretudo no que diz respeito à leitura e execução da lista de verificações (checklist).",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,BELO HORIZONTE,MG,BRASIL,SBBH,11/08/2021,19:58:00,FINALIZADA,1,NÃO,PRSNV,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,6033,6033,11.0,1993.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,,,,,,,,
INCIDENTE,PALMAS,TO,BRASIL,SBPJ,11/08/2022,05:31:00,FINALIZADA,1,NÃO,PRAYJ,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,MARECHAL CUNHA MACHADO,VIRACOPOS,CRUZEIRO,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,APARECIDA DE GOIÂNIA,GO,BRASIL,SBNV,11/08/2023,18:47:00,FINALIZADA,1,NÃO,PUULI,ULTRALEVE,EDRA INDUSTRIA AERONAUTICA LTDA,PATURI 912,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,1998.0,BRASIL,BRASIL,ULTRALEVE,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,NENHUM,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,,,,,,,,
INCIDENTE,UBERLÂNDIA,MG,BRASIL,SBUL,11/08/2023,14:55:00,FINALIZADA,1,NÃO,PSEEI,AVIÃO,PIPER AIRCRAFT,PA-46-350P,***,PISTÃO,SEM TRAÇÃO,1950,1950,0.0,0.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,POUSO,PRIVADA,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBRJ,11/08/2023,23:13:00,FINALIZADA,1,NÃO,PRAUE,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,0.0,2014.0,BRASIL,BRASIL,AVIÃO,REGULAR,NÃO IDENTIFICADO,NÃO IDENTIFICADO,INDETERMINADA,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,FORTALEZA,CE,BRASIL,SBFZ,11/08/2023,14:10:00,FINALIZADA,1,NÃO,PRVBF,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79000,79000,197.0,2008.0,BRASIL,BRASIL,AVIÃO,***,ANTONIO CARLOS JOBIM / GALEÃO,PINTO MARTINS,POUSO,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,JUNDIAÍ,SP,BRASIL,SBJD,11/08/2023,18:45:00,FINALIZADA,1,NÃO,PTWNQ,AVIÃO,RAYTHEON AIRCRAFT,B200,BE20,TURBOÉLICE,BIMOTOR,5670,5670,10.0,1997.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,Comandante Rolim Adolfo Amaro,MARECHAL RONDON,POUSO,PRIVADA,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,PORTO ALEGRE,RS,BRASIL,SBPA,11/08/2023,08:50:00,FINALIZADA,1,NÃO,PRYJF,AVIÃO,AIRBUS S.A.S.,A321-251NX,***,JATO,BIMOTOR,77000,77000,,2021.0,BRASIL,BRASIL,AVIÃO,REGULAR,SALGADO FILHO,VIRACOPOS,DECOLAGEM,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,CAMPINAS,SP,BRASIL,SBKP,11/08/2023,01:29:00,FINALIZADA,1,NÃO,PSAEM,AVIÃO,EMBRAER,ERJ 190-400,***,JATO,BIMOTOR,61500,61500,0.0,2022.0,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,VIRACOPOS,POUSO,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,RECIFE,PE,BRASIL,SBRF,11/08/2023,09:57:00,FINALIZADA,1,NÃO,PRYRW,AVIÃO,AIRBUS S.A.S.,A320-253N,A20N,***,***,77000,77000,,2018.0,BRASIL,BRASIL,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GUARARAPES - GILBERTO FREYRE,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,APARECIDA DE GOIÂNIA,GO,BRASIL,SBGO,11/08/2023,02:20:00,FINALIZADA,1,NÃO,PRAXN,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,SANTA GENOVEVA/GOIÂNIA,POUSO,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE GRAVE,NÃO IDENTIFICADA,SP,BRASIL,***,11/09/2007,16:46:00,FINALIZADA,1,NÃO,PROAF,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1992.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP,,,,,,,,
ACIDENTE,SALVADOR,BA,BRASIL,SBSV,11/09/2007,19:40:00,FINALIZADA,1,SIM,PTJCY,AVIÃO,CESSNA AIRCRAFT,310Q,C310,PISTÃO,BIMOTOR,2404,2404,6.0,1973.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,ARAPIRACA,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi Aéreo, alertando quanto aos riscos decorrentes da não observação de um programa de seleção e treinamento adequado aos tripulantes, bem como da obediência aos limites operacionais das aeronaves.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
ACIDENTE,SANTARÉM,PA,BRASIL,***,11/09/2008,19:27:00,FINALIZADA,1,NÃO,PTNNM,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,ALENQUER,MAESTRO WILSON FONSECA,DESCIDA,TÁXI AÉREO,LEVE,1,OUTROS,OUTROS,OTHR,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,SÃO PAULO,SP,BRASIL,***,11/09/2008,01:22:00,,1,NÃO,PPVNZ,AVIÃO,BOEING COMPANY,737-3K9,B733,JATO,BIMOTOR,61234,61234,144.0,1990.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,PORTO ALEGRE,RS,BRASIL,SBPA,11/09/2008,02:04:00,,1,NÃO,PTTTL,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16900,16900,52.0,1990.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,REGULAR,NENHUM,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE,BELÉM,PA,BRASIL,SBBE,11/09/2008,16:25:00,,1,NÃO,PRGOM,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,61461,61461,153.0,2000.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
ACIDENTE,CAMBÉ,PR,BRASIL,***,11/09/2010,21:13:00,,1,NÃO,PUNCC,ULTRALEVE,***,ADVENTURE,ULAC,PISTÃO,MONOMOTOR,420,420,2.0,2003.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,EXPERIMENTAL,SUBSTANCIAL,1,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,***,11/09/2010,20:30:00,FINALIZADA,1,NÃO,PRAVB,AVIÃO,AIRBUS INDUSTRIE,A319-115,A319,JATO,BIMOTOR,75500,75500,141.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,,,,,,,,
INCIDENTE,SANTARÉM,PA,BRASIL,SBSN,11/09/2010,16:30:00,FINALIZADA,1,NÃO,PTLOU,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,2268,6.0,1982.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL,,,,,,,,
INCIDENTE GRAVE,RIO DE JANEIRO,RJ,BRASIL,***,11/09/2010,15:30:00,,1,NÃO,PPZOQ,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV6,ZZZZ,PISTÃO,MONOMOTOR,800,800,0.0,0.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,LEVE,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE,VALENÇA,BA,BRASIL,SNVB,11/09/2013,12:40:00,FINALIZADA,1,NÃO,PTLOE,AVIÃO,LEARJET,35A,LJ35,JATO,BIMOTOR,8301,8301,10.0,1981.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
ACIDENTE,MARICÁ,RJ,BRASIL,SDMC,11/09/2013,17:10:00,FINALIZADA,1,NÃO,PRJBA,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1979.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,MARICÁ,MARICÁ,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,1,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar operadores e mantenedores da aeronave Cessna 152 sobre a importância do cumprimento do programa de manutenção da aeronave/motor, o qual aponta a obrigatoriedade do cumprimento do Textron Lycoming Mandatory Service Bulletin nº 388.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,PARAUAPEBAS,PA,BRASIL,SBCJ,11/09/2014,21:30:00,FINALIZADA,1,NÃO,PRAYL,AVIÃO,EMBRAER,ERJ 190-200 LR,E195,JATO,BIMOTOR,52290,52290,125.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,SÃO PAULO,SP,BRASIL,SBSP,11/09/2014,21:30:00,FINALIZADA,1,NÃO,PTOZA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,4.0,1989.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,SALVADOR,BA,BRASIL,SBSV,11/09/2015,11:06:00,FINALIZADA,1,NÃO,PROND,AVIÃO,AIRBUS INDUSTRIE,A318-121,A318,JATO,BIMOTOR,63000,63000,129.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,JOINVILLE,SC,BRASIL,SBJV,11/09/2017,20:03:00,FINALIZADA,1,NÃO,PPBSV,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2013.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,LAURO CARNEIRO DE LOYOLA,CARLOS ALBERTO DA COSTA NEVES,SUBIDA,PRIVADA,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,SBSJ,11/09/2017,13:00:00,FINALIZADA,1,NÃO,PPNIK,AVIÃO,CESSNA AIRCRAFT,A185E,C185,PISTÃO,MONOMOTOR,1481,1481,6.0,1969.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,PROFESSOR URBANO ERNESTO STUMPF,POUSO,PRIVADA,LEVE,0,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO,SCF-NP,,,,,,,,
INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,SBSJ,11/09/2017,13:05:00,FINALIZADA,1,NÃO,PREGT,AVIÃO,EMBRAER,ERJ-170-200,E75L,JATO,BIMOTOR,380790,380790,0.0,0.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,ESPECIALIZADA,PRIVADA,LEVE,0,F.O.D.,OUTROS | F.O.D.,OTHR,,,,,,,,
INCIDENTE,GUARULHOS,SP,BRASIL,SBGR,11/09/2019,03:09:00,FINALIZADA,1,NÃO,PRMYK,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SENADOR PETRÔNIO PORTELLA,DECOLAGEM,REGULAR,LEVE,0,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO,SCF-PP,,,,,,,,
ACIDENTE,JUTI,MS,BRASIL,***,11/09/2020,00:00:00,FINALIZADA,1,NÃO,PRFIN,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2009.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,NÃO IDENTIFICADO,NÃO IDENTIFICADO,INDETERMINADA,***,DESTRUÍDA,0,INDETERMINADO,INDETERMINADO,UNK,,,,,,,,
ACIDENTE,BAURU,SP,BRASIL,***,11/09/2020,13:55:00,FINALIZADA,1,NÃO,PPFLJ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1990.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BAURU,BAURU,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Atuar junto à TBA - Tecnologia Brasileira de Aeronáutica S/A, a fim de garantir que aquela OM comprove o nível de conformidade dos serviços executados, em especial a utilização de itens de manutenção de acordo com os padrões aeronáuticos especificados pelos catálogos de partes aplicáveis.",AGUARDANDO RESPOSTA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,BALNEÁRIO CAMBORIÚ,SC,BRASIL,***,11/09/2020,18:05:00,FINALIZADA,1,NÃO,PRHGH,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2001.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,MINISTRO VICTOR KONDER,MANOBRA,POLICIAL,NENHUM,0,COM CARGAS EXTERNAS,COM CARGAS EXTERNAS,EXTL,,,,,,,,
INCIDENTE,CURITIBANOS,SC,BRASIL,SBCT,11/09/2021,03:55:00,FINALIZADA,1,NÃO,PSAEC,AVIÃO,EMBRAER,ERJ 190-400,***,***,SEM TRAÇÃO,0,0,0.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,AFONSO PENA,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DO MOTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,,,,,,,,
INCIDENTE,CANTÁ,RR,BRASIL,SWPD,11/09/2022,13:30:00,FINALIZADA,1,NÃO,PTDNT,AVIÃO,CESSNA AIRCRAFT,U206E,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1970.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,POUSO DA ÁGUIA,PARAFURI,CRUZEIRO,TÁXI AÉREO,NENHUM,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
ACIDENTE,LENÇÓIS PAULISTA,SP,BRASIL,SDLP,11/09/2022,17:23:00,FINALIZADA,1,NÃO,PRGCO,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2010.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,LENÇÓIS PAULISTA,LENÇÓIS PAULISTA,POUSO,PRIVADA,SUBSTANCIAL,0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,OUTRO FATOR,OUTRO,***,OUTRO,,,,
